patch_id,image_id,candidate_rank_global,candidate_rank_in_image,suspicion_score,crop_bbox,source_pred_instance_id,image_path,pred_mask_path,gt_mask_path,overlay_path,patch_paths
rank_00074__mexico-earthquake_00000058__pred_00066,mexico-earthquake_00000058,74,1,10.0,"[397, 81, 660, 367]",66,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00074__mexico-earthquake_00000058__pred_00066.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00074__mexico-earthquake_00000058__pred_00066.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00074__mexico-earthquake_00000058__pred_00066.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00074__mexico-earthquake_00000058__pred_00066.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00074__mexico-earthquake_00000058__pred_00066.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00074__mexico-earthquake_00000058__pred_00066.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00074__mexico-earthquake_00000058__pred_00066.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00074__mexico-earthquake_00000058__pred_00066.png""}"
rank_00075__mexico-earthquake_00000063__pred_00059,mexico-earthquake_00000063,75,5,10.0,"[726, 338, 1015, 721]",59,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00075__mexico-earthquake_00000063__pred_00059.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00075__mexico-earthquake_00000063__pred_00059.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00075__mexico-earthquake_00000063__pred_00059.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00075__mexico-earthquake_00000063__pred_00059.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00075__mexico-earthquake_00000063__pred_00059.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00075__mexico-earthquake_00000063__pred_00059.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00075__mexico-earthquake_00000063__pred_00059.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00075__mexico-earthquake_00000063__pred_00059.png""}"
rank_00076__mexico-earthquake_00000131__pred_00025,mexico-earthquake_00000131,76,1,10.0,"[0, 0, 288, 218]",25,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00076__mexico-earthquake_00000131__pred_00025.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00076__mexico-earthquake_00000131__pred_00025.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00076__mexico-earthquake_00000131__pred_00025.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00076__mexico-earthquake_00000131__pred_00025.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00076__mexico-earthquake_00000131__pred_00025.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00076__mexico-earthquake_00000131__pred_00025.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00076__mexico-earthquake_00000131__pred_00025.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00076__mexico-earthquake_00000131__pred_00025.png""}"
rank_00077__midwest-flooding_00000011__pred_00004,midwest-flooding_00000011,77,1,10.0,"[603, 0, 843, 363]",4,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00077__midwest-flooding_00000011__pred_00004.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00077__midwest-flooding_00000011__pred_00004.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00077__midwest-flooding_00000011__pred_00004.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00077__midwest-flooding_00000011__pred_00004.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00077__midwest-flooding_00000011__pred_00004.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00077__midwest-flooding_00000011__pred_00004.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00077__midwest-flooding_00000011__pred_00004.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00077__midwest-flooding_00000011__pred_00004.png""}"
rank_00078__mexico-earthquake_00000117__pred_00006,mexico-earthquake_00000117,78,9,10.0,"[375, 0, 632, 187]",6,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00078__mexico-earthquake_00000117__pred_00006.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00078__mexico-earthquake_00000117__pred_00006.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00078__mexico-earthquake_00000117__pred_00006.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00078__mexico-earthquake_00000117__pred_00006.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00078__mexico-earthquake_00000117__pred_00006.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00078__mexico-earthquake_00000117__pred_00006.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00078__mexico-earthquake_00000117__pred_00006.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00078__mexico-earthquake_00000117__pred_00006.png""}"
rank_00079__mexico-earthquake_00000183__pred_00081,mexico-earthquake_00000183,79,2,10.0,"[489, 323, 823, 558]",81,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00079__mexico-earthquake_00000183__pred_00081.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00079__mexico-earthquake_00000183__pred_00081.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00079__mexico-earthquake_00000183__pred_00081.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00079__mexico-earthquake_00000183__pred_00081.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00079__mexico-earthquake_00000183__pred_00081.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00079__mexico-earthquake_00000183__pred_00081.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00079__mexico-earthquake_00000183__pred_00081.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00079__mexico-earthquake_00000183__pred_00081.png""}"
rank_00080__mexico-earthquake_00000117__pred_00106,mexico-earthquake_00000117,80,10,10.0,"[461, 525, 686, 793]",106,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00080__mexico-earthquake_00000117__pred_00106.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00080__mexico-earthquake_00000117__pred_00106.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00080__mexico-earthquake_00000117__pred_00106.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00080__mexico-earthquake_00000117__pred_00106.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00080__mexico-earthquake_00000117__pred_00106.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00080__mexico-earthquake_00000117__pred_00106.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00080__mexico-earthquake_00000117__pred_00106.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00080__mexico-earthquake_00000117__pred_00106.png""}"
rank_00081__mexico-earthquake_00000061__pred_00062,mexico-earthquake_00000061,81,2,10.0,"[108, 212, 397, 438]",62,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00081__mexico-earthquake_00000061__pred_00062.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00081__mexico-earthquake_00000061__pred_00062.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00081__mexico-earthquake_00000061__pred_00062.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00081__mexico-earthquake_00000061__pred_00062.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00081__mexico-earthquake_00000061__pred_00062.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00081__mexico-earthquake_00000061__pred_00062.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00081__mexico-earthquake_00000061__pred_00062.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00081__mexico-earthquake_00000061__pred_00062.png""}"
rank_00082__mexico-earthquake_00000006__pred_00009,mexico-earthquake_00000006,82,4,10.0,"[0, 0, 179, 231]",9,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00082__mexico-earthquake_00000006__pred_00009.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00082__mexico-earthquake_00000006__pred_00009.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00082__mexico-earthquake_00000006__pred_00009.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00082__mexico-earthquake_00000006__pred_00009.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00082__mexico-earthquake_00000006__pred_00009.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00082__mexico-earthquake_00000006__pred_00009.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00082__mexico-earthquake_00000006__pred_00009.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00082__mexico-earthquake_00000006__pred_00009.png""}"
rank_00083__mexico-earthquake_00000080__pred_00113,mexico-earthquake_00000080,83,1,10.0,"[34, 595, 272, 869]",113,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00083__mexico-earthquake_00000080__pred_00113.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00083__mexico-earthquake_00000080__pred_00113.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00083__mexico-earthquake_00000080__pred_00113.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00083__mexico-earthquake_00000080__pred_00113.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00083__mexico-earthquake_00000080__pred_00113.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00083__mexico-earthquake_00000080__pred_00113.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00083__mexico-earthquake_00000080__pred_00113.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00083__mexico-earthquake_00000080__pred_00113.png""}"
rank_00084__socal-fire_00000275__pred_00035,socal-fire_00000275,84,1,10.0,"[1, 681, 308, 902]",35,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00084__socal-fire_00000275__pred_00035.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00084__socal-fire_00000275__pred_00035.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00084__socal-fire_00000275__pred_00035.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00084__socal-fire_00000275__pred_00035.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00084__socal-fire_00000275__pred_00035.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00084__socal-fire_00000275__pred_00035.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00084__socal-fire_00000275__pred_00035.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00084__socal-fire_00000275__pred_00035.png""}"
rank_00086__hurricane-harvey_00000105__pred_00089,hurricane-harvey_00000105,86,1,10.0,"[341, 784, 745, 995]",89,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00086__hurricane-harvey_00000105__pred_00089.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00086__hurricane-harvey_00000105__pred_00089.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00086__hurricane-harvey_00000105__pred_00089.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00086__hurricane-harvey_00000105__pred_00089.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00086__hurricane-harvey_00000105__pred_00089.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00086__hurricane-harvey_00000105__pred_00089.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00086__hurricane-harvey_00000105__pred_00089.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00086__hurricane-harvey_00000105__pred_00089.png""}"
